source,target_id,item_id,paper_item_no_from_match,excel_row,rater_id,family,dimension,score_column,max_score,expert_dimension_score_raw,expert_dimension_score_5
MAS,MAS_row_051,M049,49,51,expert1_ai_expert_ratings_clea,ULM,Solvability,llm_solvability,5,5,5.0
MAS,MAS_row_051,M049,49,51,expert3_ai_expert_ratings_clea,ULM,Solvability,llm_solvability,5,5,5.0
MAS,MAS_row_051,M049,49,51,expert4_ai_expert_ratings_clea,ULM,Solvability,llm_solvability,5,5,5.0
MAS,MAS_row_052,M050,50,52,expert1_ai_expert_ratings_clea,ULM,Solvability,llm_solvability,5,5,5.0
MAS,MAS_row_052,M050,50,52,expert3_ai_expert_ratings_clea,ULM,Solvability,llm_solvability,5,5,5.0
MAS,MAS_row_052,M050,50,52,expert4_ai_expert_ratings_clea,ULM,Solvability,llm_solvability,5,5,5.0
MAS,MAS_row_003,M001,1,3,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_003,M001,1,3,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_003,M001,1,3,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_004,M002,2,4,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_004,M002,2,4,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_004,M002,2,4,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_005,M006,6,5,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_005,M006,6,5,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_005,M006,6,5,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_006,M007,7,6,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_006,M007,7,6,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_006,M007,7,6,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_007,M017,17,7,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_007,M017,17,7,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_007,M017,17,7,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_008,M023,23,8,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_008,M023,23,8,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_008,M023,23,8,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_009,M024,24,9,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_009,M024,24,9,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_009,M024,24,9,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_010,M003,3,10,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_010,M003,3,10,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_010,M003,3,10,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_011,M004,4,11,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_011,M004,4,11,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_011,M004,4,11,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_012,M005,5,12,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_012,M005,5,12,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_012,M005,5,12,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_013,M008,8,13,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_013,M008,8,13,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_013,M008,8,13,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_014,M009,9,14,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_014,M009,9,14,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_014,M009,9,14,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_015,M010,10,15,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,4,4.0
MAS,MAS_row_015,M010,10,15,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_015,M010,10,15,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,4,4.0
MAS,MAS_row_016,M011,11,16,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_016,M011,11,16,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_016,M011,11,16,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_017,M012,12,17,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_017,M012,12,17,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_017,M012,12,17,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_018,M013,13,18,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_018,M013,13,18,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_018,M013,13,18,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_019,M014,14,19,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_019,M014,14,19,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_019,M014,14,19,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_020,M015,15,20,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_020,M015,15,20,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_020,M015,15,20,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_021,M016,16,21,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_021,M016,16,21,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_021,M016,16,21,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_022,M025,25,22,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_022,M025,25,22,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_022,M025,25,22,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_023,M018,18,23,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_023,M018,18,23,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_023,M018,18,23,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_024,M019,19,24,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_024,M019,19,24,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_024,M019,19,24,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_025,M020,20,25,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_025,M020,20,25,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_025,M020,20,25,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_026,M021,21,26,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_026,M021,21,26,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_026,M021,21,26,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_027,M022,22,27,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_027,M022,22,27,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_027,M022,22,27,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_028,M026,26,28,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_028,M026,26,28,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_028,M026,26,28,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_029,M026,26,29,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_029,M026,26,29,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_029,M026,26,29,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_030,M028,28,30,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_030,M028,28,30,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_030,M028,28,30,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_031,M029,29,31,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_031,M029,29,31,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_031,M029,29,31,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_032,M031,31,32,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_032,M031,31,32,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_032,M031,31,32,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_033,M032,32,33,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_033,M032,32,33,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_033,M032,32,33,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_034,M032,32,34,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_034,M032,32,34,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_034,M032,32,34,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_035,M032,32,35,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_035,M032,32,35,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_035,M032,32,35,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_036,M035,35,36,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_036,M035,35,36,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_036,M035,35,36,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_037,M035,35,37,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_037,M035,35,37,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_037,M035,35,37,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_038,M037,37,38,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_038,M037,37,38,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_038,M037,37,38,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_039,M038,38,39,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_039,M038,38,39,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_039,M038,38,39,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_040,M038,38,40,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_040,M038,38,40,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_040,M038,38,40,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_041,M040,40,41,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_041,M040,40,41,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_041,M040,40,41,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_042,M041,41,42,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_042,M041,41,42,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_042,M041,41,42,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_043,M042,42,43,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_043,M042,42,43,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_043,M042,42,43,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_044,M041,41,44,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_044,M041,41,44,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_044,M041,41,44,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_045,M043,43,45,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_045,M043,43,45,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_045,M043,43,45,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_046,M044,44,46,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_046,M044,44,46,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_046,M044,44,46,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_047,M045,45,47,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_047,M045,45,47,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_047,M045,45,47,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_048,M046,46,48,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_048,M046,46,48,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_048,M046,46,48,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_049,M047,47,49,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_049,M047,47,49,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_049,M047,47,49,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_050,M048,48,50,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_050,M048,48,50,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_050,M048,48,50,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_051,M049,49,51,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_051,M049,49,51,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_051,M049,49,51,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,4,4.0
MAS,MAS_row_052,M050,50,52,expert1_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_052,M050,50,52,expert3_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_052,M050,50,52,expert4_ai_expert_ratings_clea,ULM,Absoluteness,llm_absoluteness,5,5,5.0
MAS,MAS_row_003,M001,1,3,expert1_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_003,M001,1,3,expert3_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_003,M001,1,3,expert4_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,3,3.0
MAS,MAS_row_004,M002,2,4,expert1_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,3,3.0
MAS,MAS_row_004,M002,2,4,expert3_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_004,M002,2,4,expert4_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,3,3.0
MAS,MAS_row_005,M006,6,5,expert1_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_005,M006,6,5,expert3_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,5,5.0
MAS,MAS_row_005,M006,6,5,expert4_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_006,M007,7,6,expert1_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,2,2.0
MAS,MAS_row_006,M007,7,6,expert3_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_006,M007,7,6,expert4_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_007,M017,17,7,expert1_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_007,M017,17,7,expert3_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_007,M017,17,7,expert4_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_008,M023,23,8,expert1_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_008,M023,23,8,expert3_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_008,M023,23,8,expert4_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_009,M024,24,9,expert1_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_009,M024,24,9,expert3_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_009,M024,24,9,expert4_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_010,M003,3,10,expert1_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_010,M003,3,10,expert3_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_010,M003,3,10,expert4_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_011,M004,4,11,expert1_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,5,5.0
MAS,MAS_row_011,M004,4,11,expert3_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_011,M004,4,11,expert4_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,5,5.0
MAS,MAS_row_012,M005,5,12,expert1_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,5,5.0
MAS,MAS_row_012,M005,5,12,expert3_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,5,5.0
MAS,MAS_row_012,M005,5,12,expert4_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,5,5.0
MAS,MAS_row_013,M008,8,13,expert1_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,3,3.0
MAS,MAS_row_013,M008,8,13,expert3_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_013,M008,8,13,expert4_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,5,5.0
MAS,MAS_row_014,M009,9,14,expert1_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_014,M009,9,14,expert3_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_014,M009,9,14,expert4_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,5,5.0
MAS,MAS_row_015,M010,10,15,expert1_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_015,M010,10,15,expert3_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_015,M010,10,15,expert4_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_016,M011,11,16,expert1_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_016,M011,11,16,expert3_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_016,M011,11,16,expert4_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_017,M012,12,17,expert1_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,5,5.0
MAS,MAS_row_017,M012,12,17,expert3_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_017,M012,12,17,expert4_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,5,5.0
MAS,MAS_row_018,M013,13,18,expert1_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,5,5.0
MAS,MAS_row_018,M013,13,18,expert3_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_018,M013,13,18,expert4_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,5,5.0
MAS,MAS_row_019,M014,14,19,expert1_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_019,M014,14,19,expert3_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_019,M014,14,19,expert4_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_020,M015,15,20,expert1_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_020,M015,15,20,expert3_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_020,M015,15,20,expert4_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_021,M016,16,21,expert1_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_021,M016,16,21,expert3_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_021,M016,16,21,expert4_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_022,M025,25,22,expert1_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,3,3.0
MAS,MAS_row_022,M025,25,22,expert3_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_022,M025,25,22,expert4_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,3,3.0
MAS,MAS_row_023,M018,18,23,expert1_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,3,3.0
MAS,MAS_row_023,M018,18,23,expert3_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
MAS,MAS_row_023,M018,18,23,expert4_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,3,3.0
MAS,MAS_row_024,M019,19,24,expert1_ai_expert_ratings_clea,ULM,Plausibility,llm_plausibility,5,4,4.0
